;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Inquérito à Permanência de Hóspedes na Hotelaria e Outros Alojamentos: 
resultados globais incluindo AL (? 10 camas) e TER (a)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Survey on Guests Stays on Hotel Establishments and Other Accommodations: 
global results including AL (10 or more beds) and TER (a)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8. Dormidas de não residentes nos estabelecimentos de alojamento turístico, por países de residência;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8. Overnight stays in tourist accommodation establishments by non-residents, by country of residence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;Unidade/Unit: nº ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anos e meses;Total;Reino Unido;Alemanha;Espanha;França;Países Baixos;Brasil;Itália;EUA;Bélgica;Suiça;Polónia;Canadá;Suécia;Irlanda;Dinamarca;Rússia;China;Outros;Year / month;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maio ;4 934 930;1 030 838;597 944;351 557;560 985;253 188;295 244;141 001;294 659;108 778;91 865;96 064;96 270;50 680;218 902;37 667;48 180;61 661;599 447;May ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Junho;5 014 907;1 092 306;607 403;402 427;448 909;240 882;288 234;134 260;322 565;110 136;94 536;116 875;93 672;44 083;265 172;33 637;40 552;59 400;619 858;June ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Julho ;5 721 198;1 077 766;566 098;705 211;479 801;282 443;338 722;180 005;321 058;177 413;129 241;137 668;104 586;59 943;298 846;76 053;52 740;55 188;678 416;July ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agosto ;6 195 912;1 093 039;547 570;1 124 081;789 312;296 050;251 730;321 040;274 828;128 305;87 521;131 505;91 542;37 690;246 592;42 102;59 350;44 657;628 998;August ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Setembro ;5 404 094;1 137 362;712 607;486 359;470 505;249 252;297 042;151 774;328 194;128 757;102 612;121 798;134 624;51 018;241 914;54 036;56 801;53 915;625 524;September ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outubro;4 837 100;1 038 012;656 022;341 539;416 846;215 729;287 606;129 616;310 848;82 025;102 408;82 935;106 763;92 614;169 691;50 702;49 072;61 781;642 891;October;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Novembro ;2 760 367;437 238;364 972;282 841;189 778;119 452;214 248;101 493;182 734;47 132;40 747;44 158;53 446;84 655;49 272;37 728;34 503;48 092;427 878;November ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dezembro;2 238 616;330 853;244 551;373 629;157 352;91 801;191 024;99 832;120 152;30 299;31 084;34 249;28 350;39 814;34 480;25 388;27 240;38 968;339 550;December;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;12 199 690;2 005 389;1 803 349;1 757 442;1 335 306;806 227;692 349;432 053;330 459;308 934;243 740;225 801;217 027;197 530;185 009;137 365;104 101;102 818;1 314 791;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Janeiro ;2 184 588;350 230;236 137;210 330;151 360;117 317;240 406;94 599;96 673;30 621;28 279;40 395;37 108;41 389;32 333;36 586;39 690;57 013;344 122;January ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fevereiro;2 517 781;443 195;319 397;280 328;215 730;150 724;179 945;80 375;108 909;39 803;34 408;47 685;88 443;52 717;45 073;50 024;25 628;23 889;331 508;February ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Março ;1 325 111;262 496;225 821;93 304;102 306;88 899;85 172;25 083;53 590;21 578;18 389;18 377;66 992;36 463;23 384;26 460;18 514;7 892;150 391;March ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Abril ;36 539;2 867;1 673;3 792;1 292;1 521;5 095;5 129;873;589;619;509;173;557;402;180;196;277;10 795;April ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maio ;49 247;3 545;3 102;9 147;2 374;2 150;6 691;5 697;1 148;602;894;622;192;582;696;208;251;343;11 003;May ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Junho;145 981;12 205;24 031;18 562;12 318;14 336;12 491;5 924;3 428;7 453;6 542;1 698;654;1 525;2 949;719;578;581;19 987;June ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Julho ;855 521;65 563;141 143;204 198;121 151;71 492;25 117;30 010;9 491;50 594;42 148;7 822;2 486;8 133;17 330;2 866;2 445;1 656;51 876;July ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agosto ;1 690 214;217 671;220 716;476 742;311 933;82 269;37 000;77 671;14 588;38 534;42 523;21 754;4 924;9 334;17 390;4 352;4 747;2 799;105 267;August ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Setembro ;1 510 680;342 988;281 890;226 153;154 339;123 194;33 251;40 112;13 338;65 044;46 074;32 178;6 404;12 835;19 071;8 863;3 988;2 514;98 444;September ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outubro;1 120 295;175 366;208 323;163 352;173 107;119 522;29 399;35 062;13 339;30 809;10 569;27 366;5 288;18 516;12 328;3 623;3 944;2 496;87 886;October;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Novembro ;392 659;64 816;74 984;39 442;33 540;22 618;17 653;18 227;8 341;13 933;6 594;13 490;2 512;10 117;8 379;2 326;1 947;1 537;52 203;November ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dezembro;371 074;64 447;66 132;32 092;55 856;12 185;20 129;14 164;6 741;9 374;6 701;13 905;1 851;5 362;5 674;1 158;2 173;1 821;51 309;December;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;;;;;;;;;;;;;;;;;;;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Janeiro ;278 360;27 819;59 384;24 983;33 624;9 713;16 975;14 734;5 166;5 512;6 601;12 627;1 967;4 601;5 908;1 534;2 099;896;44 217;January ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fevereiro;139 938;16 450;16 472;16 045;11 500;5 581;10 186;10 706;2 817;2 012;1 802;8 915;685;1 594;2 704;1 734;1 167;604;28 964;February ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Março ;176 829;17 075;19 925;25 491;16 050;5 695;11 880;12 359;4 662;2 501;2 764;11 805;1 004;2 691;2 340;2 058;1 549;602;36 378;March ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Abril ;273 420;20 213;35 556;36 103;20 361;9 391;15 090;16 202;6 380;7 088;14 085;15 318;1 058;3 131;3 948;2 625;2 216;1 097;63 558;April ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maio ;805 335;203 070;87 277;113 327;72 162;23 781;24 412;27 864;15 875;32 559;34 638;29 578;2 151;6 207;11 362;4 698;4 666;2 716;108 992;May ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Junho;1 403 523;321 131;158 653;200 765;148 674;93 528;32 016;40 680;34 369;54 647;38 951;61 278;3 339;7 770;21 084;14 925;5 584;3 042;163 087;June ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Julho ;1 873 978;245 224;84 051;317 713;277 074;117 686;39 574;63 333;86 231;93 317;81 137;101 424;6 467;17 876;40 837;54 439;8 196;4 252;235 147;July ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agosto ;3 288 095;473 361;249 452;685 848;580 693;205 715;50 353;136 353;110 441;99 176;80 248;103 259;15 109;18 126;107 351;34 907;10 089;6 079;321 535;August ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Setembro ;;;;;;;;;;;;;;;;;;;;September ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outubro;;;;;;;;;;;;;;;;;;;;October;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Novembro ;;;;;;;;;;;;;;;;;;;;November ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dezembro;;;;;;;;;;;;;;;;;;;;December;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anos e meses;Total;United Kingdom;Germany;Spain;France;Netherlands;Brazil;Italy;USA;Belgium;Switzerland;Poland;Canada;Sweden;Ireland;Denmark;Russia;China;Other countries;Year / month;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Janeiro 2021 ? julho 2021: resultados provisórios;;;;;;;;;;;;;;;;;;;;January 2021 - July 2021: provisional data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Agosto 2021; resultados preliminares";;;;;;;;;;;;;;;;;;;;August 2021: preliminary data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
(a) Não inclui alojamento local na RA Açores até 2017;;;;;;;;;;;;;;;;;;;;(a) Does not include local accommodation in RA Açores until 2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
